obdA,obdB,bucketIstDay,sharedDistinctSkus,distinctSkusA,distinctSkusB,containment,activeLinesA,activeLinesB,windowA,windowB,targetDateA,targetDateB,routeA,routeB
9108698743,9108766905,2026-08-06,2,2,12,1.000,4,12,,2,,2026-08-08,Ghod Dod,Adajan
9108698743,9108714750,2026-08-06,2,2,12,1.000,4,12,,2,,2026-08-06,Ghod Dod,Adajan
9108698743,9108681391,2026-08-06,2,2,5,1.000,4,5,,2,,2026-08-06,Ghod Dod,Adajan
9108698743,9108685438,2026-08-06,2,2,12,1.000,4,12,,3,,2026-08-06,Ghod Dod,Adajan
9108685433,9108685434,2026-08-06,4,6,7,0.667,8,7,,,,,Varachha,Varachha
9108685433,9108725561,2026-08-06,2,6,4,0.500,8,4,,4,,2026-08-06,Varachha,Kamrej
9108685433,9108732877,2026-08-06,2,6,4,0.500,8,4,,3,,2026-08-06,Varachha,Adajan
9108685433,9108766905,2026-08-06,5,6,12,0.833,8,12,,2,,2026-08-08,Varachha,Adajan
9108685433,9108714750,2026-08-06,3,6,12,0.500,8,12,,2,,2026-08-06,Varachha,Adajan
9108685433,9108685438,2026-08-06,4,6,12,0.667,8,12,,3,,2026-08-06,Varachha,Adajan
9108685434,9108725561,2026-08-06,2,7,4,0.500,7,4,,4,,2026-08-06,Varachha,Kamrej
9108685434,9108732877,2026-08-06,2,7,4,0.500,7,4,,3,,2026-08-06,Varachha,Adajan
9108685434,9108686395,2026-08-06,4,7,6,0.667,7,6,,2,,2026-08-06,Varachha,Adajan
9108685434,9108766905,2026-08-06,5,7,12,0.714,7,12,,2,,2026-08-08,Varachha,Adajan
9108685434,9108714750,2026-08-06,5,7,12,0.714,7,12,,2,,2026-08-06,Varachha,Adajan
9108725561,9108608171,2026-08-06,4,4,7,1.000,4,7,4,,2026-08-06,,Kamrej,Ghod Dod
9108725561,9108732877,2026-08-06,4,4,4,1.000,4,4,4,3,2026-08-06,2026-08-06,Kamrej,Adajan
9108725561,9108686395,2026-08-06,2,4,6,0.500,4,6,4,2,2026-08-06,2026-08-06,Kamrej,Adajan
9108725561,9108766905,2026-08-06,2,4,12,0.500,4,12,4,2,2026-08-06,2026-08-08,Kamrej,Adajan
9108725561,9108714750,2026-08-06,4,4,12,1.000,4,12,4,2,2026-08-06,2026-08-06,Kamrej,Adajan
9108725561,9108681391,2026-08-06,4,4,5,1.000,4,5,4,2,2026-08-06,2026-08-06,Kamrej,Adajan
9108725561,9108685438,2026-08-06,2,4,12,0.500,4,12,4,3,2026-08-06,2026-08-06,Kamrej,Adajan
9108608171,9108732877,2026-08-06,4,7,4,1.000,7,4,,3,,2026-08-06,Ghod Dod,Adajan
9108608171,9108714750,2026-08-06,4,7,12,0.571,7,12,,2,,2026-08-06,Ghod Dod,Adajan
9108608171,9108681391,2026-08-06,4,7,5,0.800,7,5,,2,,2026-08-06,Ghod Dod,Adajan
9108732877,9108686395,2026-08-06,2,4,6,0.500,4,6,3,2,2026-08-06,2026-08-06,Adajan,Adajan
9108732877,9108766905,2026-08-06,2,4,12,0.500,4,12,3,2,2026-08-06,2026-08-08,Adajan,Adajan
9108732877,9108714750,2026-08-06,4,4,12,1.000,4,12,3,2,2026-08-06,2026-08-06,Adajan,Adajan
9108732877,9108681391,2026-08-06,4,4,5,1.000,4,5,3,2,2026-08-06,2026-08-06,Adajan,Adajan
9108732877,9108685438,2026-08-06,2,4,12,0.500,4,12,3,3,2026-08-06,2026-08-06,Adajan,Adajan
9108686395,9108766905,2026-08-06,4,6,12,0.667,6,12,2,2,2026-08-06,2026-08-08,Adajan,Adajan
9108686395,9108714750,2026-08-06,4,6,12,0.667,6,12,2,2,2026-08-06,2026-08-06,Adajan,Adajan
9108714750,9108681391,2026-08-06,4,12,5,0.800,12,5,2,2,2026-08-06,2026-08-06,Adajan,Adajan
9108720222,9108732881,2026-08-06,1,6,2,0.500,7,2,4,3,2026-08-07,2026-08-06,Bardoli,Varachha
9108720222,9108752111,2026-08-06,1,6,2,0.500,7,2,4,4,2026-08-07,2026-08-07,Bardoli,Navsari
9108720222,9108700681,2026-08-06,3,6,28,0.500,7,33,4,4,2026-08-07,2026-08-06,Bardoli,Vapi
9108720222,9108738830,2026-08-06,4,6,32,0.667,7,41,4,4,2026-08-07,2026-08-06,Bardoli,Vapi
9108720222,9108714138,2026-08-06,4,6,32,0.667,7,41,4,4,2026-08-07,2026-08-06,Bardoli,Vapi
9108760404,9108697440,2026-08-06,6,24,10,0.600,25,10,4,,2026-08-07,,Chikhli,Ghod Dod
9108760404,9108732881,2026-08-06,2,24,2,1.000,25,2,4,3,2026-08-07,2026-08-06,Chikhli,Varachha
9108760404,9108742463,2026-08-06,8,24,11,0.727,25,11,4,4,2026-08-07,2026-08-07,Chikhli,Navsari
9108760404,9108752111,2026-08-06,1,24,2,0.500,25,2,4,4,2026-08-07,2026-08-07,Chikhli,Navsari
9108760404,9108700681,2026-08-06,13,24,28,0.542,25,33,4,4,2026-08-07,2026-08-06,Chikhli,Vapi
9108760404,9108738830,2026-08-06,12,24,32,0.500,25,41,4,4,2026-08-07,2026-08-06,Chikhli,Vapi
9108760404,9108714138,2026-08-06,12,24,32,0.500,25,41,4,4,2026-08-07,2026-08-06,Chikhli,Vapi
9108720398,9108697440,2026-08-06,4,6,10,0.667,9,10,1,,2026-08-06,,Adajan,Ghod Dod
9108720398,9108732881,2026-08-06,2,6,2,1.000,9,2,1,3,2026-08-06,2026-08-06,Adajan,Varachha
9108720398,9108742463,2026-08-06,4,6,11,0.667,9,11,1,4,2026-08-06,2026-08-07,Adajan,Navsari
9108720398,9108670095,2026-08-06,4,6,29,0.667,9,30,1,4,2026-08-06,2026-08-07,Adajan,Chikhli
9108720398,9108752111,2026-08-06,2,6,2,1.000,9,2,1,4,2026-08-06,2026-08-07,Adajan,Navsari
9108720398,9108700681,2026-08-06,3,6,28,0.500,9,33,1,4,2026-08-06,2026-08-06,Adajan,Vapi
9108720398,9108738830,2026-08-06,4,6,32,0.667,9,41,1,4,2026-08-06,2026-08-06,Adajan,Vapi
9108720398,9108714138,2026-08-06,4,6,32,0.667,9,41,1,4,2026-08-06,2026-08-06,Adajan,Vapi
9108697440,9108732881,2026-08-06,2,10,2,1.000,10,2,,3,,2026-08-06,Ghod Dod,Varachha
9108697440,9108686395,2026-08-06,4,10,6,0.667,10,6,,2,,2026-08-06,Ghod Dod,Adajan
9108697440,9108766905,2026-08-06,6,10,12,0.600,10,12,,2,,2026-08-08,Ghod Dod,Adajan
9108697440,9108742463,2026-08-06,8,10,11,0.800,10,11,,4,,2026-08-07,Ghod Dod,Navsari
9108697440,9108670095,2026-08-06,8,10,29,0.800,10,30,,4,,2026-08-07,Ghod Dod,Chikhli
9108697440,9108752111,2026-08-06,2,10,2,1.000,10,2,,4,,2026-08-07,Ghod Dod,Navsari
9108697440,9108700681,2026-08-06,7,10,28,0.700,10,33,,4,,2026-08-06,Ghod Dod,Vapi
9108697440,9108738830,2026-08-06,7,10,32,0.700,10,41,,4,,2026-08-06,Ghod Dod,Vapi
9108697440,9108714138,2026-08-06,7,10,32,0.700,10,41,,4,,2026-08-06,Ghod Dod,Vapi
9108732881,9108686395,2026-08-06,2,2,6,1.000,2,6,3,2,2026-08-06,2026-08-06,Varachha,Adajan
9108732881,9108766905,2026-08-06,2,2,12,1.000,2,12,3,2,2026-08-06,2026-08-08,Varachha,Adajan
9108732881,9108742463,2026-08-06,2,2,11,1.000,2,11,3,4,2026-08-06,2026-08-07,Varachha,Navsari
9108732881,9108670095,2026-08-06,2,2,29,1.000,2,30,3,4,2026-08-06,2026-08-07,Varachha,Chikhli
9108732881,9108752111,2026-08-06,1,2,2,0.500,2,2,3,4,2026-08-06,2026-08-07,Varachha,Navsari
9108732881,9108700681,2026-08-06,2,2,28,1.000,2,33,3,4,2026-08-06,2026-08-06,Varachha,Vapi
9108732881,9108738830,2026-08-06,2,2,32,1.000,2,41,3,4,2026-08-06,2026-08-06,Varachha,Vapi
9108732881,9108714138,2026-08-06,2,2,32,1.000,2,41,3,4,2026-08-06,2026-08-06,Varachha,Vapi
9108686395,9108742463,2026-08-06,4,6,11,0.667,6,11,2,4,2026-08-06,2026-08-07,Adajan,Navsari
9108686395,9108670095,2026-08-06,4,6,29,0.667,6,30,2,4,2026-08-06,2026-08-07,Adajan,Chikhli
9108686395,9108752111,2026-08-06,2,6,2,1.000,6,2,2,4,2026-08-06,2026-08-07,Adajan,Navsari
9108686395,9108700681,2026-08-06,3,6,28,0.500,6,33,2,4,2026-08-06,2026-08-06,Adajan,Vapi
9108686395,9108738830,2026-08-06,4,6,32,0.667,6,41,2,4,2026-08-06,2026-08-06,Adajan,Vapi
9108686395,9108714138,2026-08-06,4,6,32,0.667,6,41,2,4,2026-08-06,2026-08-06,Adajan,Vapi
9108766905,9108742463,2026-08-06,8,12,11,0.727,12,11,2,4,2026-08-08,2026-08-07,Adajan,Navsari
9108766905,9108670095,2026-08-06,8,12,29,0.667,12,30,2,4,2026-08-08,2026-08-07,Adajan,Chikhli
9108766905,9108752111,2026-08-06,1,12,2,0.500,12,2,2,4,2026-08-08,2026-08-07,Adajan,Navsari
9108766905,9108700681,2026-08-06,8,12,28,0.667,12,33,2,4,2026-08-08,2026-08-06,Adajan,Vapi
9108766905,9108738830,2026-08-06,8,12,32,0.667,12,41,2,4,2026-08-08,2026-08-06,Adajan,Vapi
9108766905,9108714138,2026-08-06,8,12,32,0.667,12,41,2,4,2026-08-08,2026-08-06,Adajan,Vapi
9108742463,9108670095,2026-08-06,10,11,29,0.909,11,30,4,4,2026-08-07,2026-08-07,Navsari,Chikhli
9108742463,9108752111,2026-08-06,2,11,2,1.000,11,2,4,4,2026-08-07,2026-08-07,Navsari,Navsari
9108742463,9108700681,2026-08-06,9,11,28,0.818,11,33,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108742463,9108738830,2026-08-06,10,11,32,0.909,11,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108742463,9108714138,2026-08-06,10,11,32,0.909,11,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108670095,9108752111,2026-08-06,2,29,2,1.000,30,2,4,4,2026-08-07,2026-08-07,Chikhli,Navsari
9108670095,9108700681,2026-08-06,15,29,28,0.536,30,33,4,4,2026-08-07,2026-08-06,Chikhli,Vapi
9108670095,9108738830,2026-08-06,17,29,32,0.586,30,41,4,4,2026-08-07,2026-08-06,Chikhli,Vapi
9108670095,9108714138,2026-08-06,17,29,32,0.586,30,41,4,4,2026-08-07,2026-08-06,Chikhli,Vapi
9108752111,9108700681,2026-08-06,1,2,28,0.500,2,33,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108752111,9108738830,2026-08-06,2,2,32,1.000,2,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108752111,9108714138,2026-08-06,2,2,32,1.000,2,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108700681,9108738830,2026-08-06,27,28,32,0.964,33,41,4,4,2026-08-06,2026-08-06,Vapi,Vapi
9108700681,9108714138,2026-08-06,27,28,32,0.964,33,41,4,4,2026-08-06,2026-08-06,Vapi,Vapi
9108738830,9108714138,2026-08-06,32,32,32,1.000,41,41,4,4,2026-08-06,2026-08-06,Vapi,Vapi
9108720222,9108741710,2026-08-06,1,6,2,0.500,7,2,4,1,2026-08-07,2026-08-07,Bardoli,Adajan
9108720222,9108672898,2026-08-06,3,6,9,0.500,7,9,4,4,2026-08-07,2026-08-07,Bardoli,Bardoli
9108720222,9108681398,2026-08-06,1,6,1,1.000,7,1,4,2,2026-08-07,2026-08-06,Bardoli,Udhana
9108720222,9108711331,2026-08-06,3,6,13,0.500,7,14,4,1,2026-08-07,2026-08-08,Bardoli,Adajan
9108741710,9108672898,2026-08-06,1,2,9,0.500,2,9,1,4,2026-08-07,2026-08-07,Adajan,Bardoli
9108741710,9108719149,2026-08-06,1,2,19,0.500,2,20,1,4,2026-08-07,2026-08-06,Adajan,Navsari
9108741710,9108768505,2026-08-06,1,2,2,0.500,2,2,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108741710,9108681398,2026-08-06,1,2,1,1.000,2,1,1,2,2026-08-07,2026-08-06,Adajan,Udhana
9108741710,9108725561,2026-08-06,1,2,4,0.500,2,4,1,4,2026-08-07,2026-08-06,Adajan,Kamrej
9108741710,9108608171,2026-08-06,1,2,7,0.500,2,7,1,,2026-08-07,,Adajan,Ghod Dod
9108741710,9108732877,2026-08-06,1,2,4,0.500,2,4,1,3,2026-08-07,2026-08-06,Adajan,Adajan
9108741710,9108711331,2026-08-06,1,2,13,0.500,2,14,1,1,2026-08-07,2026-08-08,Adajan,Adajan
9108741710,9108714750,2026-08-06,1,2,12,0.500,2,12,1,2,2026-08-07,2026-08-06,Adajan,Adajan
9108741710,9108681391,2026-08-06,1,2,5,0.500,2,5,1,2,2026-08-07,2026-08-06,Adajan,Adajan
9108741710,9108705046,2026-08-06,1,2,3,0.500,2,3,1,2,2026-08-07,2026-08-06,Adajan,Adajan
9108672898,9108768505,2026-08-06,1,9,2,0.500,9,2,4,4,2026-08-07,2026-08-07,Bardoli,Navsari
9108672898,9108681398,2026-08-06,1,9,1,1.000,9,1,4,2,2026-08-07,2026-08-06,Bardoli,Udhana
9108719149,9108681398,2026-08-06,1,19,1,1.000,20,1,4,2,2026-08-06,2026-08-06,Navsari,Udhana
9108768505,9108681398,2026-08-06,1,2,1,1.000,2,1,4,2,2026-08-07,2026-08-06,Navsari,Udhana
9108768505,9108711331,2026-08-06,1,2,13,0.500,2,14,4,1,2026-08-07,2026-08-08,Navsari,Adajan
9108768505,9108705046,2026-08-06,1,2,3,0.500,2,3,4,2,2026-08-07,2026-08-06,Navsari,Adajan
9108681398,9108725561,2026-08-06,1,1,4,1.000,1,4,2,4,2026-08-06,2026-08-06,Udhana,Kamrej
9108681398,9108608171,2026-08-06,1,1,7,1.000,1,7,2,,2026-08-06,,Udhana,Ghod Dod
9108681398,9108732877,2026-08-06,1,1,4,1.000,1,4,2,3,2026-08-06,2026-08-06,Udhana,Adajan
9108681398,9108711331,2026-08-06,1,1,13,1.000,1,14,2,1,2026-08-06,2026-08-08,Udhana,Adajan
9108681398,9108714750,2026-08-06,1,1,12,1.000,1,12,2,2,2026-08-06,2026-08-06,Udhana,Adajan
9108681398,9108681391,2026-08-06,1,1,5,1.000,1,5,2,2,2026-08-06,2026-08-06,Udhana,Adajan
9108681398,9108705046,2026-08-06,1,1,3,1.000,1,3,2,2,2026-08-06,2026-08-06,Udhana,Adajan
9108725561,9108711331,2026-08-06,2,4,13,0.500,4,14,4,1,2026-08-06,2026-08-08,Kamrej,Adajan
9108732877,9108711331,2026-08-06,2,4,13,0.500,4,14,3,1,2026-08-06,2026-08-08,Adajan,Adajan
9108720222,9108763507,2026-08-06,1,6,1,1.000,7,1,4,1,2026-08-07,2026-08-07,Bardoli,Adajan
9108720222,9108763506,2026-08-06,1,6,1,1.000,7,1,4,1,2026-08-07,2026-08-07,Bardoli,Adajan
9108720222,9108696180,2026-08-06,1,6,1,1.000,7,1,4,4,2026-08-07,2026-08-07,Bardoli,Bardoli
9108720222,9108763505,2026-08-06,1,6,1,1.000,7,1,4,1,2026-08-07,2026-08-10,Bardoli,Adajan
9108720222,9108693057,2026-08-06,1,6,1,1.000,7,1,4,1,2026-08-07,2026-08-07,Bardoli,Adajan
9108720222,9108757001,2026-08-06,1,6,2,0.500,7,4,4,4,2026-08-07,2026-08-06,Bardoli,Vapi
9108763507,9108763506,2026-08-06,1,1,1,1.000,1,1,1,1,2026-08-07,2026-08-07,Adajan,Adajan
9108763507,9108696180,2026-08-06,1,1,1,1.000,1,1,1,4,2026-08-07,2026-08-07,Adajan,Bardoli
9108763507,9108582399,2026-08-06,1,1,44,1.000,1,46,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108763507,9108772101,2026-08-06,1,1,4,1.000,1,4,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108763507,9108742469,2026-08-06,1,1,4,1.000,1,4,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108763507,9108763505,2026-08-06,1,1,1,1.000,1,1,1,1,2026-08-07,2026-08-10,Adajan,Adajan
9108763507,9108693057,2026-08-06,1,1,1,1.000,1,1,1,1,2026-08-07,2026-08-07,Adajan,Adajan
9108763507,9108711331,2026-08-06,1,1,13,1.000,1,14,1,1,2026-08-07,2026-08-08,Adajan,Adajan
9108763507,9108744556,2026-08-06,1,1,3,1.000,1,3,1,1,2026-08-07,2026-08-06,Adajan,Navsari
9108763507,9108742465,2026-08-06,1,1,9,1.000,1,10,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108763507,9108757001,2026-08-06,1,1,2,1.000,1,4,1,4,2026-08-07,2026-08-06,Adajan,Vapi
9108763507,9108738830,2026-08-06,1,1,32,1.000,1,41,1,4,2026-08-07,2026-08-06,Adajan,Vapi
9108763507,9108714138,2026-08-06,1,1,32,1.000,1,41,1,4,2026-08-07,2026-08-06,Adajan,Vapi
9108763506,9108696180,2026-08-06,1,1,1,1.000,1,1,1,4,2026-08-07,2026-08-07,Adajan,Bardoli
9108763506,9108582399,2026-08-06,1,1,44,1.000,1,46,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108763506,9108772101,2026-08-06,1,1,4,1.000,1,4,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108763506,9108742469,2026-08-06,1,1,4,1.000,1,4,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108763506,9108763505,2026-08-06,1,1,1,1.000,1,1,1,1,2026-08-07,2026-08-10,Adajan,Adajan
9108763506,9108693057,2026-08-06,1,1,1,1.000,1,1,1,1,2026-08-07,2026-08-07,Adajan,Adajan
9108763506,9108711331,2026-08-06,1,1,13,1.000,1,14,1,1,2026-08-07,2026-08-08,Adajan,Adajan
9108763506,9108744556,2026-08-06,1,1,3,1.000,1,3,1,1,2026-08-07,2026-08-06,Adajan,Navsari
9108763506,9108742465,2026-08-06,1,1,9,1.000,1,10,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108763506,9108757001,2026-08-06,1,1,2,1.000,1,4,1,4,2026-08-07,2026-08-06,Adajan,Vapi
9108763506,9108738830,2026-08-06,1,1,32,1.000,1,41,1,4,2026-08-07,2026-08-06,Adajan,Vapi
9108763506,9108714138,2026-08-06,1,1,32,1.000,1,41,1,4,2026-08-07,2026-08-06,Adajan,Vapi
9108696180,9108582399,2026-08-06,1,1,44,1.000,1,46,4,4,2026-08-07,2026-08-07,Bardoli,Navsari
9108696180,9108772101,2026-08-06,1,1,4,1.000,1,4,4,4,2026-08-07,2026-08-07,Bardoli,Navsari
9108696180,9108742469,2026-08-06,1,1,4,1.000,1,4,4,4,2026-08-07,2026-08-07,Bardoli,Navsari
9108696180,9108763505,2026-08-06,1,1,1,1.000,1,1,4,1,2026-08-07,2026-08-10,Bardoli,Adajan
9108696180,9108693057,2026-08-06,1,1,1,1.000,1,1,4,1,2026-08-07,2026-08-07,Bardoli,Adajan
9108696180,9108711331,2026-08-06,1,1,13,1.000,1,14,4,1,2026-08-07,2026-08-08,Bardoli,Adajan
9108696180,9108744556,2026-08-06,1,1,3,1.000,1,3,4,1,2026-08-07,2026-08-06,Bardoli,Navsari
9108696180,9108742465,2026-08-06,1,1,9,1.000,1,10,4,4,2026-08-07,2026-08-07,Bardoli,Navsari
9108696180,9108757001,2026-08-06,1,1,2,1.000,1,4,4,4,2026-08-07,2026-08-06,Bardoli,Vapi
9108696180,9108738830,2026-08-06,1,1,32,1.000,1,41,4,4,2026-08-07,2026-08-06,Bardoli,Vapi
9108696180,9108714138,2026-08-06,1,1,32,1.000,1,41,4,4,2026-08-07,2026-08-06,Bardoli,Vapi
9108582399,9108763505,2026-08-06,1,44,1,1.000,46,1,4,1,2026-08-07,2026-08-10,Navsari,Adajan
9108582399,9108693057,2026-08-06,1,44,1,1.000,46,1,4,1,2026-08-07,2026-08-07,Navsari,Adajan
9108582399,9108742465,2026-08-06,7,44,9,0.778,46,10,4,4,2026-08-07,2026-08-07,Navsari,Navsari
9108582399,9108757001,2026-08-06,1,44,2,0.500,46,4,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108772101,9108742469,2026-08-06,2,4,4,0.500,4,4,4,4,2026-08-07,2026-08-07,Navsari,Navsari
9108772101,9108763505,2026-08-06,1,4,1,1.000,4,1,4,1,2026-08-07,2026-08-10,Navsari,Adajan
9108772101,9108693057,2026-08-06,1,4,1,1.000,4,1,4,1,2026-08-07,2026-08-07,Navsari,Adajan
9108772101,9108744556,2026-08-06,2,4,3,0.667,4,3,4,1,2026-08-07,2026-08-06,Navsari,Navsari
9108772101,9108757001,2026-08-06,2,4,2,1.000,4,4,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108772101,9108738830,2026-08-06,4,4,32,1.000,4,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108772101,9108714138,2026-08-06,4,4,32,1.000,4,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108742469,9108763505,2026-08-06,1,4,1,1.000,4,1,4,1,2026-08-07,2026-08-10,Navsari,Adajan
9108742469,9108693057,2026-08-06,1,4,1,1.000,4,1,4,1,2026-08-07,2026-08-07,Navsari,Adajan
9108742469,9108744556,2026-08-06,2,4,3,0.667,4,3,4,1,2026-08-07,2026-08-06,Navsari,Navsari
9108742469,9108757001,2026-08-06,2,4,2,1.000,4,4,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108742469,9108738830,2026-08-06,2,4,32,0.500,4,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108742469,9108714138,2026-08-06,2,4,32,0.500,4,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108763505,9108693057,2026-08-06,1,1,1,1.000,1,1,1,1,2026-08-10,2026-08-07,Adajan,Adajan
9108763505,9108711331,2026-08-06,1,1,13,1.000,1,14,1,1,2026-08-10,2026-08-08,Adajan,Adajan
9108763505,9108744556,2026-08-06,1,1,3,1.000,1,3,1,1,2026-08-10,2026-08-06,Adajan,Navsari
9108763505,9108742465,2026-08-06,1,1,9,1.000,1,10,1,4,2026-08-10,2026-08-07,Adajan,Navsari
9108763505,9108757001,2026-08-06,1,1,2,1.000,1,4,1,4,2026-08-10,2026-08-06,Adajan,Vapi
9108763505,9108738830,2026-08-06,1,1,32,1.000,1,41,1,4,2026-08-10,2026-08-06,Adajan,Vapi
9108763505,9108714138,2026-08-06,1,1,32,1.000,1,41,1,4,2026-08-10,2026-08-06,Adajan,Vapi
9108693057,9108711331,2026-08-06,1,1,13,1.000,1,14,1,1,2026-08-07,2026-08-08,Adajan,Adajan
9108693057,9108744556,2026-08-06,1,1,3,1.000,1,3,1,1,2026-08-07,2026-08-06,Adajan,Navsari
9108693057,9108742465,2026-08-06,1,1,9,1.000,1,10,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108693057,9108757001,2026-08-06,1,1,2,1.000,1,4,1,4,2026-08-07,2026-08-06,Adajan,Vapi
9108693057,9108738830,2026-08-06,1,1,32,1.000,1,41,1,4,2026-08-07,2026-08-06,Adajan,Vapi
9108693057,9108714138,2026-08-06,1,1,32,1.000,1,41,1,4,2026-08-07,2026-08-06,Adajan,Vapi
9108711331,9108742465,2026-08-06,8,13,9,0.889,14,10,1,4,2026-08-08,2026-08-07,Adajan,Navsari
9108711331,9108757001,2026-08-06,1,13,2,0.500,14,4,1,4,2026-08-08,2026-08-06,Adajan,Vapi
9108711331,9108738830,2026-08-06,10,13,32,0.769,14,41,1,4,2026-08-08,2026-08-06,Adajan,Vapi
9108711331,9108714138,2026-08-06,10,13,32,0.769,14,41,1,4,2026-08-08,2026-08-06,Adajan,Vapi
9108744556,9108757001,2026-08-06,2,3,2,1.000,3,4,1,4,2026-08-06,2026-08-06,Navsari,Vapi
9108744556,9108738830,2026-08-06,2,3,32,0.667,3,41,1,4,2026-08-06,2026-08-06,Navsari,Vapi
9108744556,9108714138,2026-08-06,2,3,32,0.667,3,41,1,4,2026-08-06,2026-08-06,Navsari,Vapi
9108742465,9108757001,2026-08-06,1,9,2,0.500,10,4,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108742465,9108738830,2026-08-06,9,9,32,1.000,10,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108742465,9108714138,2026-08-06,9,9,32,1.000,10,41,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108757001,9108738830,2026-08-06,2,2,32,1.000,4,41,4,4,2026-08-06,2026-08-06,Vapi,Vapi
9108757001,9108714138,2026-08-06,2,2,32,1.000,4,41,4,4,2026-08-06,2026-08-06,Vapi,Vapi
9108720222,9108713072,2026-08-06,1,6,1,1.000,7,1,4,2,2026-08-07,2026-08-06,Bardoli,Ghod Dod
9108672898,9108713072,2026-08-06,1,9,1,1.000,9,1,4,2,2026-08-07,2026-08-06,Bardoli,Ghod Dod
9108642079,9108700681,2026-08-06,17,34,28,0.607,40,33,1,4,2026-08-06,2026-08-06,Navsari,Vapi
9108642079,9108738830,2026-08-06,16,34,32,0.500,40,41,1,4,2026-08-06,2026-08-06,Navsari,Vapi
9108642079,9108714138,2026-08-06,16,34,32,0.500,40,41,1,4,2026-08-06,2026-08-06,Navsari,Vapi
9108642079,9108713072,2026-08-06,1,34,1,1.000,40,1,1,2,2026-08-06,2026-08-06,Navsari,Ghod Dod
9108700681,9108714750,2026-08-06,7,28,12,0.583,33,12,4,2,2026-08-06,2026-08-06,Vapi,Adajan
9108700681,9108713072,2026-08-06,1,28,1,1.000,33,1,4,2,2026-08-06,2026-08-06,Vapi,Ghod Dod
9108738830,9108714750,2026-08-06,7,32,12,0.583,41,12,4,2,2026-08-06,2026-08-06,Vapi,Adajan
9108738830,9108713072,2026-08-06,1,32,1,1.000,41,1,4,2,2026-08-06,2026-08-06,Vapi,Ghod Dod
9108714138,9108714750,2026-08-06,7,32,12,0.583,41,12,4,2,2026-08-06,2026-08-06,Vapi,Adajan
9108714138,9108713072,2026-08-06,1,32,1,1.000,41,1,4,2,2026-08-06,2026-08-06,Vapi,Ghod Dod
9108714750,9108713072,2026-08-06,1,12,1,1.000,12,1,2,2,2026-08-06,2026-08-06,Adajan,Ghod Dod
9108720222,9108665329,2026-08-06,1,6,1,1.000,7,1,4,2,2026-08-07,2026-08-06,Bardoli,Adajan
9108720222,9108755000,2026-08-06,1,6,1,1.000,7,1,4,2,2026-08-07,2026-08-06,Bardoli,Adajan
9108672898,9108665329,2026-08-06,1,9,1,1.000,9,1,4,2,2026-08-07,2026-08-06,Bardoli,Adajan
9108672898,9108755000,2026-08-06,1,9,1,1.000,9,1,4,2,2026-08-07,2026-08-06,Bardoli,Adajan
9108665329,9108711331,2026-08-06,1,1,13,1.000,1,14,2,1,2026-08-06,2026-08-08,Adajan,Adajan
9108665329,9108642079,2026-08-06,1,1,34,1.000,1,40,2,1,2026-08-06,2026-08-06,Adajan,Navsari
9108665329,9108742465,2026-08-06,1,1,9,1.000,1,10,2,4,2026-08-06,2026-08-07,Adajan,Navsari
9108665329,9108700681,2026-08-06,1,1,28,1.000,1,33,2,4,2026-08-06,2026-08-06,Adajan,Vapi
9108665329,9108738830,2026-08-06,1,1,32,1.000,1,41,2,4,2026-08-06,2026-08-06,Adajan,Vapi
9108665329,9108714138,2026-08-06,1,1,32,1.000,1,41,2,4,2026-08-06,2026-08-06,Adajan,Vapi
9108665329,9108714750,2026-08-06,1,1,12,1.000,1,12,2,2,2026-08-06,2026-08-06,Adajan,Adajan
9108665329,9108755000,2026-08-06,1,1,1,1.000,1,1,2,2,2026-08-06,2026-08-06,Adajan,Adajan
9108711331,9108642079,2026-08-06,9,13,34,0.692,14,40,1,1,2026-08-08,2026-08-06,Adajan,Navsari
