liveKey,currentFamily,currentSubProduct,currentUiGroup,baseColour,displayName,proposedFamily,proposedUiGroup,proposedSubProduct,matchConfidence,note
STAINER|||PU STAINER|||FAST RED,STAINER,PU STAINER,,FAST RED,PU Stainer (GVA),STAINER,GVA / PU,PU,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct PU STAINER→PU, uiGroup ∅→GVA / PU"
STAINER|||PU STAINER|||RED OXIDE,STAINER,PU STAINER,,RED OXIDE,PU Stainer (GVA),STAINER,GVA / PU,PU,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct PU STAINER→PU, uiGroup ∅→GVA / PU"
STAINER|||MACHINE TINTER|||TBL,STAINER,MACHINE TINTER,,TBL,Machine Tinter (Dealer),STAINER,MACHINE STAINER,MACHINE STAINER,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct MACHINE TINTER→MACHINE STAINER, uiGroup ∅→MACHINE STAINER"
STAINER|||PU STAINER|||ORGANIC ORANGE,STAINER,PU STAINER,,ORGANIC ORANGE,PU Stainer (GVA),STAINER,GVA / PU,PU,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct PU STAINER→PU, uiGroup ∅→GVA / PU"
STAINER|||UNIVERSAL STAINER|||BURNT SIENNA,STAINER,UNIVERSAL STAINER,,BURNT SIENNA,Universal Stainer,STAINER,UNIVERSAL STAINER,UNIVERSAL STAINER,HIGH,[family+subProduct+baseColour] uiGroup ∅→UNIVERSAL STAINER
AQUATECH|||FLOOR PLUS|||BLACK,AQUATECH,FLOOR PLUS,,BLACK,Floor Plus,FLOOR PLUS,,FLOOR PLUS,HIGH,[doc] FLOOR PLUS extracted from AQUATECH
STAINER|||UNIVERSAL STAINER|||BLACK,STAINER,UNIVERSAL STAINER,,BLACK,Universal Stainer,STAINER,UNIVERSAL STAINER,UNIVERSAL STAINER,HIGH,[family+subProduct+baseColour] uiGroup ∅→UNIVERSAL STAINER
SMOOTHOVER|||SMOOTHOVER|||,SMOOTHOVER,SMOOTHOVER,,,Smoothover,SMOOTHOVER,,SMOOTHOVER,HIGH,[family+subProduct+baseColour] no grouping change
STAINER|||ACOTONE TINTER|||MA1,STAINER,ACOTONE TINTER,,MA1,Acotone Tinter,STAINER,ACOTONE,ACOTONE,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct ACOTONE TINTER→ACOTONE, uiGroup ∅→ACOTONE"
STAINER|||MACHINE TINTER|||GRN,STAINER,MACHINE TINTER,,GRN,Machine Tinter (Dealer),STAINER,MACHINE STAINER,MACHINE STAINER,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct MACHINE TINTER→MACHINE STAINER, uiGroup ∅→MACHINE STAINER"
STAINER|||PU STAINER|||ORGANIC MIDDLE YELLOW,STAINER,PU STAINER,,ORGANIC MIDDLE YELLOW,PU Stainer (GVA),STAINER,GVA / PU,PU,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct PU STAINER→PU, uiGroup ∅→GVA / PU"
STAINER|||PU STAINER|||BLACK,STAINER,PU STAINER,,BLACK,PU Stainer (GVA),STAINER,GVA / PU,PU,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct PU STAINER→PU, uiGroup ∅→GVA / PU"
STAINER|||MACHINE TINTER|||YOX,STAINER,MACHINE TINTER,,YOX,Machine Tinter (Dealer),STAINER,MACHINE STAINER,MACHINE STAINER,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct MACHINE TINTER→MACHINE STAINER, uiGroup ∅→MACHINE STAINER"
STAINER|||MACHINE TINTER|||BLACK,STAINER,MACHINE TINTER,,BLACK,Machine Tinter (Dealer),STAINER,MACHINE STAINER,MACHINE STAINER,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct MACHINE TINTER→MACHINE STAINER, uiGroup ∅→MACHINE STAINER"
